millis,T_SHT40,RH_SHT40,CO2_SCD30,T_SCD30,RH_SCD30
68540179,24.68,53.57,214.00,27.80,44.26
68570227,24.66,53.98,213.00,27.84,44.24
68600274,24.67,53.92,212.00,27.82,44.20
68630323,24.68,53.78,211.00,27.81,44.31
68660370,24.67,53.90,211.00,27.80,44.24
68690418,24.71,53.88,210.00,27.81,44.24
68720464,24.73,54.16,212.00,27.80,44.26
68750516,24.77,54.20,218.00,27.84,44.35
68780563,24.80,53.85,224.00,27.87,44.37
68810611,24.83,53.58,231.00,27.84,44.27
68840658,24.85,53.78,232.00,27.87,44.16
68870707,24.82,54.00,230.00,27.84,44.29
68900754,24.83,53.56,229.00,27.84,44.25
68930802,24.81,54.11,229.00,27.85,44.31
68960849,24.80,54.01,230.00,27.85,44.30
68990898,24.78,54.00,231.00,27.89,44.31
69020945,24.78,54.09,231.00,27.88,44.29
69050992,24.79,54.07,232.00,27.89,44.28
69081041,24.76,53.89,234.00,27.91,44.27
69111090,24.77,53.94,233.00,27.89,44.24
69141140,24.74,54.04,229.00,27.89,44.17
69171188,24.75,53.77,226.00,27.91,44.11
69201235,24.74,53.88,222.00,27.89,44.20
69231284,24.77,54.19,217.00,27.88,44.18
69261331,24.75,54.05,214.00,27.89,44.17
69291379,24.77,53.96,215.00,27.89,44.10
69321427,24.81,53.89,218.00,27.91,44.20
69351475,24.81,53.94,221.00,27.88,44.06
69381523,24.82,54.33,225.00,27.94,44.36
69411570,24.85,53.98,235.00,27.91,44.28
69441618,24.88,54.48,260.00,27.91,44.53
69471666,24.89,53.76,261.00,27.91,44.25
69501717,24.91,53.73,259.00,27.92,43.97
69531764,24.86,53.63,253.00,27.91,44.08
69561812,24.85,53.53,246.00,27.95,44.07
69591860,24.82,53.89,238.00,27.96,44.15
69621908,24.85,53.21,233.00,27.95,43.97
69651955,24.86,53.68,233.00,27.95,44.08
69682003,24.88,53.41,234.00,27.96,44.04
69712051,24.87,53.48,234.00,27.94,43.97
69742099,24.82,53.58,232.00,27.96,43.98
69772146,24.82,53.78,226.00,27.98,44.06
69802194,24.77,53.59,221.00,27.96,43.99
69832242,24.78,54.05,216.00,27.92,44.08
69862290,24.78,54.09,213.00,27.95,44.18
69892342,24.85,53.97,211.00,27.94,44.19
69922391,24.90,53.91,214.00,27.94,44.25
69952438,24.94,53.78,218.00,27.91,44.30
69982486,24.99,53.75,222.00,27.89,44.27
70012533,24.98,53.64,224.00,27.91,44.32
70042582,24.97,53.62,225.00,27.89,44.27
70072629,24.95,53.53,223.00,27.89,44.24
70102677,24.97,53.50,224.00,27.91,44.21
70132724,24.94,53.59,223.00,27.89,44.23
70162772,24.99,53.54,223.00,27.89,44.24
70192820,25.04,53.44,222.00,27.89,44.18
70222868,25.04,53.38,224.00,27.89,44.23
70252918,25.07,53.31,223.00,27.91,44.25
70282967,25.09,53.32,221.00,27.89,44.23
70313014,25.11,53.29,223.00,27.92,44.24
70343062,25.10,53.16,223.00,27.92,44.26
70373109,25.12,53.20,223.00,27.94,44.20
70403158,25.15,53.25,225.00,27.95,44.26
70433205,25.17,53.28,229.00,27.95,44.23
70463253,25.18,53.16,233.00,27.95,44.24
70493301,25.17,53.12,236.00,27.96,44.19
70523348,25.15,53.10,238.00,27.95,44.18
70553397,25.16,53.17,237.00,27.96,44.18
70583444,25.16,53.09,236.00,27.96,44.17
70613492,25.19,53.04,234.00,27.96,44.17
70643542,25.17,53.06,234.00,27.98,44.16
70673590,25.20,53.02,235.00,27.98,44.19
70703639,25.23,53.14,235.00,28.01,44.21
70733688,25.23,53.10,235.00,27.98,44.15
70763736,25.27,53.34,238.00,28.04,44.25
70793784,25.29,53.00,242.00,28.02,44.25
70823831,25.33,53.04,247.00,28.07,44.19
70853879,25.37,53.00,253.00,28.07,44.25
70883927,25.40,52.86,256.00,28.07,44.20
70913975,25.41,52.77,260.00,28.08,44.20
70944022,25.43,52.84,262.00,28.08,44.16
70974070,25.41,52.74,266.00,28.07,44.16
71004121,25.45,52.75,267.00,28.08,44.16
71034169,25.46,52.86,269.00,28.09,44.19
71064216,25.47,52.79,268.00,28.11,44.18
71094264,25.50,52.85,271.00,28.13,44.16
71124312,25.49,52.82,271.00,28.15,44.23
71154360,25.52,52.74,272.00,28.15,44.21
71184407,25.51,52.76,273.00,28.16,44.15
71214455,25.51,52.68,274.00,28.16,44.17
71244503,25.51,52.76,275.00,28.19,44.13
71274551,25.52,52.81,276.00,28.18,44.16
71304598,25.53,52.75,275.00,28.18,44.20
71334646,25.51,52.72,275.00,28.22,44.09
71364695,25.52,52.78,274.00,28.21,44.16
71394745,25.55,52.74,273.00,28.21,44.10
71424792,25.54,52.71,274.00,28.25,44.13
71454840,25.52,52.57,273.00,28.22,44.11
71484888,25.50,52.68,272.00,28.23,44.04
71514937,25.53,52.74,273.00,28.22,44.05
71544985,25.52,52.70,272.00,28.23,44.02
71575032,25.54,52.52,273.00,28.26,44.01
71605080,25.53,52.50,273.00,28.25,43.95
71635128,25.49,52.55,274.00,28.25,43.91
71665175,25.49,52.49,276.00,28.26,43.85
71695223,25.50,52.45,275.00,28.28,43.78
71725271,25.50,52.43,275.00,28.29,43.80
71755322,25.49,52.40,273.00,28.28,43.77
71785369,25.50,52.32,270.00,28.26,43.73
71815417,25.49,52.37,268.00,28.29,43.70
71845465,25.52,52.29,266.00,28.28,43.67
71875513,25.53,52.13,265.00,28.32,43.62
71905560,25.54,52.18,264.00,28.29,43.61
71935607,25.54,52.22,264.00,28.29,43.56
71965655,25.52,52.17,264.00,28.31,43.64
71995703,25.55,51.92,265.00,28.31,43.49
72025750,25.57,51.94,264.00,28.28,43.47
72055798,25.58,51.71,264.00,28.31,43.48
72085846,25.60,51.44,261.00,28.32,43.28
72115893,25.60,51.64,258.00,28.31,43.29
72145944,25.59,51.56,256.00,28.31,43.27
72175991,25.58,51.53,255.00,28.31,43.22
72206040,25.60,51.34,253.00,28.32,43.14
72236087,25.60,51.36,250.00,28.33,43.10
72266135,25.64,51.40,248.00,28.32,43.11
72296182,25.63,51.21,247.00,28.29,43.06
72326233,25.63,51.29,244.00,28.32,43.02
72356281,25.63,51.12,243.00,28.32,42.98
72386329,25.61,51.12,242.00,28.33,42.97
72416376,25.64,51.13,242.00,28.32,42.93
72446425,25.62,51.19,241.00,28.32,42.89
72476472,25.61,51.20,241.00,28.32,42.90
72506522,25.63,51.18,241.00,28.33,42.90
72536569,25.62,51.18,241.00,28.35,42.88
72566618,25.63,51.21,243.00,28.35,42.92
72596666,25.62,51.12,242.00,28.33,42.93
72626714,25.64,51.21,243.00,28.35,42.93
72656761,25.65,51.21,245.00,28.33,42.92
72686810,25.65,51.21,243.00,28.36,42.85
72716857,25.63,51.37,245.00,28.36,42.88
72746905,25.62,51.34,249.00,28.38,42.90
72776952,25.63,51.38,253.00,28.36,42.87
72807001,25.61,51.43,255.00,28.36,42.91
72837048,25.64,51.40,256.00,28.39,42.98
72867096,25.64,51.41,256.00,28.39,42.99
72897146,25.63,51.38,257.00,28.39,42.90
72927195,25.64,51.35,256.00,28.39,42.91
72957242,25.64,51.39,256.00,28.39,42.94
72987290,25.61,51.35,257.00,28.38,42.88
73017337,25.59,51.40,257.00,28.38,42.92
73047386,25.58,51.42,258.00,28.38,42.80
73077433,25.59,51.45,258.00,28.38,42.88
73107481,25.58,51.31,257.00,28.38,42.79
73137530,25.62,51.35,256.00,28.38,42.78
73167579,25.61,51.27,255.00,28.40,42.83
73197626,25.60,51.26,256.00,28.39,42.77
73227674,25.62,51.25,255.00,28.39,42.78
73257724,25.62,51.22,255.00,28.39,42.75
73287772,25.64,51.20,255.00,28.40,42.79
73317820,25.66,51.23,255.00,28.42,42.78
73347867,25.65,51.22,255.00,28.42,42.77
73377915,25.66,51.31,256.00,28.42,42.85
73407963,25.65,51.26,257.00,28.40,42.82
73438011,25.65,51.34,260.00,28.40,42.82
73468058,25.64,51.31,261.00,28.40,42.87
73498106,25.65,51.31,260.00,28.40,42.83
73528154,25.66,51.29,260.00,28.42,42.78
73558202,25.64,51.32,258.00,28.39,42.82
73588249,25.65,51.30,257.00,28.39,42.81
73618297,25.65,51.31,255.00,28.40,42.82
73648348,25.64,51.34,254.00,28.42,42.82
73678396,25.65,51.33,252.00,28.42,42.80
73708443,25.66,51.40,251.00,28.40,42.81
73738491,25.66,51.38,249.00,28.40,42.85
73768539,25.66,51.35,247.00,28.39,42.83
73798587,25.68,51.39,245.00,28.42,42.90
73828634,25.69,51.37,243.00,28.42,42.93
73858682,25.68,51.33,242.00,28.42,42.88
73888730,25.71,51.34,241.00,28.43,42.84
73918778,25.71,51.39,240.00,28.43,42.90
73948827,25.69,51.46,240.00,28.46,42.91
73978876,25.68,51.47,241.00,28.43,42.90
74008927,25.67,51.48,241.00,28.46,42.95
74038975,25.68,51.51,239.00,28.44,42.90
74069022,25.65,51.52,239.00,28.43,42.96
74099070,25.66,51.56,240.00,28.46,42.95
74129118,25.66,51.57,240.00,28.44,42.96
74159166,25.66,51.60,238.00,28.46,42.96
74189213,25.64,51.55,236.00,28.44,42.96
74219261,25.64,51.64,235.00,28.43,42.97
74249309,25.64,51.66,236.00,28.44,42.97
74279357,25.65,51.63,236.00,28.43,43.02
74309404,25.69,51.67,236.00,28.43,42.98
74339452,25.69,51.68,235.00,28.43,43.05
74369500,25.67,51.67,233.00,28.44,43.07
74399550,25.66,51.67,233.00,28.43,43.10
74429597,25.65,51.75,233.00,28.43,43.12
74459645,25.69,51.76,232.00,28.42,43.11
74489693,25.68,51.74,232.00,28.43,43.15
74519741,25.69,51.77,232.00,28.42,43.16
74549788,25.66,51.81,231.00,28.42,43.14
74579836,25.66,51.79,229.00,28.44,43.13
74609884,25.67,52.01,230.00,28.46,43.23
74639932,25.69,51.97,229.00,28.43,43.29
74669979,25.67,52.03,228.00,28.44,43.30
74700027,25.68,52.06,227.00,28.46,43.31
74730075,25.67,52.12,228.00,28.43,43.33
74760127,25.68,52.11,229.00,28.47,43.37
74790174,25.67,52.13,229.00,28.46,43.34
74820222,25.69,52.15,228.00,28.42,43.38
74850270,25.66,52.09,228.00,28.46,43.42
74880318,25.68,52.12,226.00,28.43,43.43
74910365,25.69,52.09,225.00,28.44,43.39
74940413,25.67,52.18,225.00,28.49,43.38
74970461,25.70,52.19,225.00,28.47,43.42
75000509,25.71,52.21,223.00,28.46,43.47
75030556,25.72,52.21,223.00,28.44,43.45
75060604,25.73,52.17,222.00,28.46,43.43
75090652,25.70,52.20,221.00,28.47,43.47
75120700,25.71,52.25,221.00,28.49,43.51
75150750,25.70,52.26,221.00,28.49,43.52
75180797,25.71,52.32,221.00,28.50,43.50
75210846,25.72,52.38,222.00,28.49,43.56
75240893,25.73,52.20,222.00,28.49,43.52
75270941,25.73,52.23,222.00,28.50,43.56
75300988,25.77,52.22,220.00,28.50,43.55
75331037,25.72,52.22,219.00,28.47,43.55
75361084,25.73,52.19,221.00,28.49,43.52
75391132,25.73,52.16,222.00,28.52,43.49
75421179,25.73,52.15,222.00,28.50,43.44
75451228,25.68,52.05,222.00,28.50,43.42
75481275,25.67,52.00,221.00,28.50,43.34
75511326,25.69,52.04,220.00,28.50,43.32
75541373,25.70,51.97,221.00,28.52,43.27
75571424,25.70,51.93,221.00,28.52,43.24
75601471,25.70,51.92,222.00,28.52,43.23
75631519,25.68,51.87,220.00,28.52,43.20
75661566,25.69,51.84,221.00,28.53,43.20
75691615,25.71,51.92,221.00,28.54,43.20
75721662,25.72,52.00,220.00,28.52,43.25
75751710,25.73,52.15,220.00,28.52,43.33
75781758,25.73,52.10,217.00,28.52,43.34
75811807,25.73,52.16,216.00,28.54,43.39
75841854,25.71,52.17,217.00,28.52,43.33
75871902,25.73,52.25,218.00,28.53,43.38
75901947,25.69,52.27,217.00,28.53,43.42
75931996,25.70,52.32,216.00,28.53,43.41
75962043,25.70,52.40,217.00,28.53,43.50
75992091,25.71,52.28,215.00,28.53,43.45
76022138,25.70,52.21,215.00,28.53,43.49
76052187,25.69,52.25,215.00,28.52,43.46
76082234,25.73,52.24,214.00,28.52,43.45
76112282,25.71,52.22,213.00,28.50,43.43
76142329,25.70,52.25,213.00,28.53,43.44
76172378,25.70,52.25,214.00,28.53,43.46
76202425,25.73,52.21,213.00,28.54,43.41
76232473,25.70,52.22,212.00,28.52,43.38
76262524,25.73,52.24,212.00,28.52,43.44
76292572,25.73,52.22,212.00,28.52,43.44
76322620,25.72,52.18,212.00,28.53,43.46
76352667,25.72,52.21,212.00,28.52,43.46
76382715,25.75,52.21,212.00,28.50,43.44
76412765,25.77,52.19,213.00,28.52,43.44
76442813,25.79,52.12,214.00,28.53,43.49
76472860,25.80,52.07,215.00,28.53,43.46
76502908,25.80,52.07,215.00,28.54,43.45
76532956,25.79,52.02,216.00,28.53,43.46
76563004,25.83,52.03,215.00,28.52,43.45
76593051,25.81,52.01,214.00,28.54,43.41
76623102,25.80,51.98,212.00,28.54,43.48
76653150,25.82,51.97,212.00,28.53,43.41
76683198,25.81,51.94,212.00,28.56,43.36
76713245,25.82,51.89,212.00,28.56,43.37
76743293,25.83,51.81,213.00,28.56,43.35
76773341,25.87,51.73,213.00,28.56,43.32
76803389,25.83,51.70,214.00,28.59,43.27
76833436,25.83,51.67,215.00,28.54,43.26
76863484,25.83,51.64,214.00,28.56,43.23
76893532,25.81,51.69,213.00,28.56,43.21
76923580,25.82,51.67,213.00,28.57,43.18
76953627,25.80,51.75,213.00,28.56,43.22
76983675,25.80,51.79,211.00,28.57,43.17
77013726,25.76,51.79,211.00,28.59,43.16
77043774,25.77,51.85,210.00,28.60,43.18
77073821,25.77,51.82,211.00,28.59,43.17
77103869,25.79,51.86,212.00,28.59,43.19
77133917,25.78,51.82,212.00,28.54,43.20
77163965,25.77,51.85,213.00,28.59,43.23
77194012,25.76,51.87,213.00,28.57,43.22
77224062,25.79,51.88,211.00,28.59,43.21
77254110,25.80,51.80,213.00,28.56,43.21
77284158,25.81,51.86,214.00,28.56,43.22
77314205,25.81,51.81,213.00,28.60,43.24
77344253,25.83,51.89,214.00,28.59,43.26
77374304,25.83,51.87,215.00,28.59,43.25
77404352,25.87,51.87,217.00,28.60,43.32
77434399,25.83,51.92,216.00,28.62,43.25
77464448,25.83,51.94,216.00,28.59,43.23
77494495,25.81,51.90,218.00,28.59,43.26
77524542,25.83,51.94,218.00,28.62,43.25
77554589,25.84,51.93,219.00,28.60,43.28
77584637,25.83,51.89,219.00,28.60,43.29
77614685,25.80,51.91,218.00,28.60,43.29
77644733,25.79,51.84,217.00,28.60,43.25
77674780,25.77,51.97,215.00,28.62,43.24
77704828,25.79,51.96,214.00,28.62,43.25
77734876,25.76,52.02,213.00,28.60,43.22
77764934,25.76,52.11,212.00,28.62,43.28
77794981,25.77,52.13,212.00,28.60,43.30
77825030,25.77,52.16,211.00,28.63,43.32
77855077,25.76,52.20,212.00,28.62,43.33
77885125,25.77,52.18,214.00,28.60,43.33
77915172,25.77,52.19,214.00,28.62,43.46
77945220,25.80,52.22,214.00,28.62,43.45
77975267,25.80,52.20,215.00,28.57,43.44
78005317,25.79,52.20,218.00,28.59,43.43
78035364,25.80,52.09,220.00,28.62,43.42
78065413,25.83,52.04,220.00,28.62,43.37
78095460,25.84,52.12,220.00,28.62,43.34
78125511,25.85,52.11,219.00,28.64,43.41
78155558,25.85,52.14,220.00,28.63,43.45
78185607,25.88,52.11,222.00,28.63,43.42
78215654,25.88,52.23,222.00,28.62,43.45
78245702,25.85,52.26,222.00,28.64,43.51
78275749,25.84,52.17,224.00,28.63,43.46
78305798,25.84,52.21,224.00,28.63,43.46
78335845,25.83,52.39,226.00,28.64,43.51
78365893,25.84,52.26,225.00,28.62,43.51
78395941,25.83,52.42,226.00,28.64,43.53
78425989,25.85,52.58,225.00,28.66,43.66
78456037,25.84,52.59,223.00,28.67,43.70
78486085,25.87,52.56,222.00,28.66,43.69
78516135,25.88,52.54,220.00,28.66,43.73
78546184,25.87,52.56,218.00,28.64,43.74
78576232,25.87,52.56,216.00,28.67,43.73
78606279,25.87,52.65,216.00,28.69,43.74
78636327,25.89,52.69,216.00,28.67,43.80
78666375,25.88,52.59,218.00,28.69,43.72
78696423,25.88,52.51,219.00,28.66,43.74
78726470,25.88,52.77,219.00,28.67,43.79
78756518,25.88,52.80,219.00,28.69,43.89
78786566,25.91,52.79,219.00,28.66,43.90
78816616,25.92,52.73,218.00,28.67,43.92
78846663,25.93,52.72,216.00,28.69,43.85
78876715,25.91,52.79,217.00,28.71,43.90
78906762,25.91,52.73,218.00,28.70,43.93
78936810,25.90,52.84,219.00,28.69,43.95
78966857,25.91,52.97,218.00,28.71,43.94
78996905,25.91,53.06,219.00,28.69,44.02
79026953,25.91,53.09,219.00,28.69,44.09
79057001,25.91,53.13,219.00,28.71,44.09
79087048,25.90,53.11,218.00,28.69,44.11
79117096,25.93,53.08,218.00,28.71,44.15
79147144,25.93,53.12,218.00,28.73,44.14
79177192,25.92,53.14,217.00,28.69,44.15
79207239,25.93,53.16,217.00,28.70,44.16
79237287,25.91,53.16,217.00,28.71,44.17
79267338,25.91,53.15,217.00,28.70,44.21
79297386,25.92,53.15,217.00,28.69,44.21
79327433,25.96,53.14,216.00,28.71,44.21
79357481,25.94,53.11,215.00,28.70,44.17
79387529,25.93,53.10,213.00,28.73,44.21
79417577,25.92,53.20,211.00,28.71,44.20
79447624,25.95,53.31,212.00,28.73,44.31
79477672,25.97,53.17,212.00,28.73,44.31
79507720,25.97,53.14,211.00,28.71,44.24
79537768,25.94,53.27,210.00,28.74,44.21
79567815,25.94,53.25,211.00,28.74,44.25
79597863,25.93,53.24,212.00,28.73,44.27
79627916,25.93,53.32,212.00,28.74,44.30
79657964,25.93,53.31,212.00,28.73,44.32
79688011,25.93,53.35,212.00,28.74,44.33
79718060,25.94,53.40,212.00,28.74,44.33
79748107,25.90,53.47,211.00,28.74,44.36
79778155,25.90,53.45,212.00,28.74,44.39
79808202,25.90,53.46,211.00,28.74,44.37
79838251,25.90,53.52,211.00,28.74,44.40
79868298,25.90,53.48,211.00,28.74,44.35
79898346,25.92,53.41,212.00,28.74,44.40
79928393,25.94,53.42,211.00,28.73,44.39
79958441,25.92,53.43,210.00,28.74,44.42
79988489,25.92,53.42,208.00,28.73,44.44
80018540,25.93,53.53,208.00,28.70,44.41
80048587,25.94,53.52,208.00,28.70,44.45
80078636,25.92,53.60,208.00,28.73,44.51
80108683,25.92,53.66,208.00,28.70,44.52
80138731,25.89,53.69,209.00,28.70,44.53
80168779,25.87,53.78,210.00,28.73,44.55
80198827,25.87,53.85,211.00,28.73,44.57
80228875,25.87,53.91,209.00,28.73,44.62
80258922,25.90,54.02,210.00,28.74,44.70
80288973,25.90,53.99,211.00,28.73,44.69
80319021,25.94,53.95,211.00,28.74,44.73
80349069,25.93,54.03,213.00,28.71,44.75
80379119,25.90,54.12,213.00,28.73,44.82
80409169,25.90,54.08,213.00,28.74,44.79
80439217,25.93,54.10,213.00,28.73,44.85
80469265,25.91,54.10,214.00,28.74,44.84
80499312,25.91,54.18,213.00,28.73,44.90
80529360,25.92,54.25,214.00,28.74,44.89
80559408,25.93,54.20,214.00,28.73,44.92
80589456,25.91,54.26,214.00,28.74,44.92
80619503,25.92,54.26,214.00,28.74,45.01
80649551,25.91,54.28,214.00,28.74,44.99
80679599,25.93,54.38,215.00,28.73,45.04
80709647,25.93,54.46,217.00,28.74,45.12
80739694,25.91,54.56,217.00,28.70,45.18
80769744,25.89,54.47,217.00,28.71,45.19
80799792,25.94,54.70,218.00,28.73,45.22
80829840,25.93,54.67,220.00,28.70,45.27
80859887,25.94,54.77,223.00,28.73,45.30
80889935,25.96,54.67,226.00,28.71,45.41
80919984,25.97,54.70,229.00,28.74,45.29
80950031,25.99,54.93,231.00,28.76,45.48
80980079,26.03,54.87,237.00,28.76,45.47
81010126,26.00,54.81,244.00,28.77,45.44
81040175,26.00,54.90,245.00,28.80,45.47
81070222,25.98,54.87,245.00,28.79,45.43
81100269,26.00,54.86,244.00,28.79,45.45
81130319,26.00,54.75,243.00,28.81,45.42
81160368,26.00,54.72,240.00,28.80,45.45
81190415,26.01,54.85,239.00,28.80,45.48
81220463,26.01,54.83,238.00,28.81,45.44
81250512,26.02,54.82,234.00,28.80,45.44
81280561,26.00,54.76,231.00,28.80,45.48
81310608,25.97,54.85,228.00,28.80,45.48
81340656,25.98,54.84,224.00,28.81,45.47
81370703,25.99,55.02,221.00,28.81,45.46
81400752,25.98,55.80,216.00,28.83,45.91
81430799,26.03,56.70,211.00,28.81,45.88
81460847,26.04,57.66,209.00,28.81,47.03
81490894,26.05,57.62,208.00,28.84,47.10
81520946,26.04,57.28,206.00,28.84,47.32
81550993,26.05,57.71,205.00,28.86,47.14
81581041,26.03,58.11,204.00,28.84,47.34
81611088,26.04,57.88,203.00,28.84,47.38
81641137,26.03,56.73,201.00,28.86,47.02
81671185,26.01,57.96,200.00,28.86,47.21
81701232,26.05,58.07,200.00,28.89,47.63
81731280,26.06,57.45,200.00,28.89,47.41
81761328,26.05,57.13,200.00,28.87,47.17
81791376,26.04,57.60,199.00,28.89,47.31
81821423,26.04,57.20,198.00,28.86,47.27
81851471,26.05,59.35,199.00,28.90,47.24
81881522,26.06,58.77,199.00,28.89,48.08
81911570,26.04,58.37,200.00,28.90,47.82
81941617,26.03,58.24,200.00,28.90,47.92
81971665,26.02,58.26,199.00,28.93,47.79
82001713,26.01,57.73,197.00,28.89,47.55
82031761,26.02,57.65,195.00,28.91,47.50
82061810,26.00,57.53,194.00,28.91,47.44
82091858,26.00,57.45,193.00,28.90,47.42
82121906,26.01,56.99,192.00,28.90,47.26
82151954,26.00,56.76,193.00,28.91,47.06
82182001,26.01,56.76,192.00,28.90,46.95
82212049,26.04,56.80,192.00,28.91,46.99
82242097,26.07,56.83,190.00,28.91,46.98
82272148,26.04,56.51,189.00,28.90,46.93
82302195,26.05,56.11,189.00,28.93,46.68
82332243,26.05,56.55,188.00,28.90,46.79
82362291,26.03,56.28,189.00,28.94,46.78
82392339,26.03,55.92,189.00,28.94,46.52
82422386,26.03,56.03,190.00,28.94,46.34
82452434,26.03,56.27,191.00,28.93,46.47
82482482,26.04,56.13,191.00,28.95,46.52
82512530,26.04,56.05,191.00,28.95,46.47
82542577,26.06,55.96,191.00,28.94,46.38
82572625,26.05,55.88,188.00,28.94,46.38
82602673,26.08,55.86,189.00,28.95,46.39
82632724,26.07,55.82,189.00,28.93,46.30
82662771,26.08,55.76,190.00,28.93,46.36
82692819,26.11,55.70,191.00,28.93,46.32
82722867,26.12,55.62,190.00,28.93,46.27
82752915,26.08,55.55,190.00,28.95,46.22
82782962,26.12,55.60,190.00,28.93,46.25
82813010,26.14,55.62,189.00,28.94,46.25
82843058,26.13,55.47,190.00,28.98,46.20
82873108,26.16,55.51,190.00,28.97,46.22
82903156,26.19,55.55,190.00,28.98,46.25
82933204,26.16,55.52,189.00,28.94,46.23
82963252,26.14,55.56,190.00,28.98,46.21
82993300,26.16,55.58,191.00,28.97,46.24
83023349,26.18,55.62,192.00,28.97,46.23
83053398,26.18,55.56,191.00,28.97,46.10
83083445,26.15,55.31,191.00,28.97,45.99
83113493,26.15,55.78,190.00,28.98,46.22
83143540,26.18,55.87,192.00,28.95,46.30
83173588,26.18,55.74,191.00,29.00,46.30
83203637,26.18,55.83,191.00,28.98,46.28
83233685,26.16,55.87,191.00,29.00,46.33
83263732,26.15,55.88,190.00,28.98,46.34
83293780,26.12,55.85,191.00,29.00,46.32
83323828,26.11,55.73,190.00,28.95,46.24
83353876,26.12,55.88,190.00,28.98,46.20
83383926,26.13,55.92,191.00,28.98,46.30
83413974,26.12,55.87,192.00,29.01,46.35
83444021,26.17,55.94,191.00,29.02,46.38
83474069,26.15,55.90,192.00,29.01,46.36
83504116,26.14,55.78,190.00,28.98,46.34
83534164,26.14,55.84,189.00,28.98,46.32
83564212,26.15,55.68,188.00,29.02,46.31
83594260,26.16,55.73,188.00,28.98,46.27
83624307,26.18,55.68,188.00,29.01,46.30
83654355,26.19,55.63,186.00,29.01,46.25
83684405,26.17,55.60,186.00,29.00,46.25
83714453,26.20,55.56,188.00,29.00,46.24
83744500,26.21,55.56,189.00,29.01,46.21
83774551,26.20,55.55,191.00,29.01,46.15
83804598,26.22,55.61,191.00,29.01,46.20
83834646,26.20,55.21,190.00,29.04,45.99
83864693,26.19,55.57,188.00,29.04,46.08
83894740,26.21,55.51,188.00,29.05,46.18
83924789,26.21,55.45,188.00,29.04,46.06
83954836,26.20,55.55,189.00,29.02,46.13
83984884,26.17,55.41,192.00,29.04,45.91
84014931,26.18,55.42,194.00,29.04,46.03
84044980,26.17,55.52,196.00,29.05,46.04
