millis,T_SHT40,RH_SHT40,CO2_SCD30,T_SCD30,RH_SCD30
51082248,25.33,42.91,226.00,28.50,34.25
51112298,25.36,42.52,222.00,28.53,34.32
51142345,25.36,42.94,222.00,28.54,34.35
51172393,25.37,43.04,223.00,28.50,34.34
51202441,25.37,43.26,224.00,28.53,34.40
51232491,25.36,43.30,225.00,28.54,34.50
51262538,25.34,43.41,224.00,28.49,34.59
51292587,25.32,43.57,225.00,28.50,34.72
51322634,25.30,43.52,224.00,28.52,34.71
51352682,25.30,43.87,226.00,28.52,34.84
51382729,25.26,43.81,225.00,28.49,34.82
51412777,25.27,43.82,226.00,28.50,34.94
51442825,25.26,43.77,225.00,28.52,34.85
51472873,25.26,43.76,228.00,28.50,34.91
51502924,25.28,43.66,226.00,28.50,34.91
51532972,25.28,43.57,226.00,28.50,34.94
51563020,25.29,43.84,227.00,28.47,35.02
51593067,25.28,43.84,227.00,28.49,35.01
51623115,25.30,43.66,228.00,28.47,35.10
51653163,25.31,43.91,228.00,28.46,35.11
51683211,25.30,43.94,229.00,28.47,35.18
51713258,25.30,44.25,230.00,28.47,35.31
51743306,25.29,44.33,231.00,28.44,35.36
51773353,25.27,43.72,230.00,28.46,35.39
51803402,25.26,44.27,229.00,28.46,35.49
51833449,25.26,44.35,230.00,28.42,35.47
51863500,25.29,44.65,231.00,28.44,35.57
51893548,25.27,44.59,232.00,28.43,35.56
51923596,25.28,44.39,232.00,28.44,35.60
51953644,25.25,44.71,233.00,28.42,35.67
51983691,25.25,44.51,234.00,28.46,35.72
52013740,25.25,44.81,234.00,28.43,35.72
52043789,25.23,44.55,234.00,28.42,35.78
52073837,25.23,44.98,235.00,28.43,35.89
52103884,25.20,44.96,235.00,28.42,35.90
52133933,25.20,44.95,234.00,28.43,35.96
52163980,25.19,45.35,235.00,28.42,36.03
52194028,25.18,45.59,234.00,28.43,36.06
52224075,25.20,45.36,233.00,28.42,36.16
52254126,25.17,45.21,233.00,28.42,36.31
52284173,25.18,45.67,231.00,28.40,36.24
52314221,25.18,45.40,231.00,28.39,36.33
52344268,25.16,45.71,231.00,28.42,36.42
52374317,25.14,45.50,231.00,28.39,36.50
52404365,25.17,45.79,230.00,28.38,36.60
52434413,25.16,45.91,229.00,28.39,36.55
52464460,25.16,45.95,230.00,28.38,36.70
52494509,25.14,46.08,230.00,28.38,36.65
52524556,25.14,46.26,230.00,28.36,36.77
52554603,25.14,46.21,231.00,28.36,36.87
52584651,25.12,46.61,232.00,28.33,37.01
52614702,25.09,46.75,232.00,28.36,37.06
52644750,25.10,46.74,231.00,28.38,37.11
52674797,25.11,46.44,230.00,28.33,37.04
52704845,25.10,46.66,230.00,28.35,37.16
52734893,25.07,46.60,228.00,28.35,37.20
52764941,25.11,46.62,229.00,28.36,37.23
52794988,25.09,46.90,230.00,28.33,37.29
52825036,25.09,46.79,229.00,28.33,37.29
52855086,25.10,46.95,226.00,28.33,37.33
52885134,25.12,46.98,226.00,28.35,37.36
52915181,25.10,46.78,225.00,28.35,37.37
52945229,25.10,46.92,226.00,28.31,37.38
52975277,25.10,47.31,225.00,28.32,37.30
53005328,25.11,47.12,224.00,28.32,37.43
53035376,25.07,47.59,226.00,28.32,37.63
53065423,25.08,47.61,226.00,28.31,37.87
53095472,25.06,47.83,227.00,28.32,37.95
53125519,25.05,47.61,225.00,28.33,38.00
53155567,25.06,47.54,224.00,28.32,37.99
53185614,25.05,47.81,224.00,28.32,37.85
53215663,25.03,47.87,225.00,28.31,37.93
53245710,25.02,47.83,224.00,28.29,38.17
53275758,25.03,47.46,223.00,28.29,38.28
53305805,25.02,48.02,224.00,28.28,38.32
53335854,25.00,48.10,225.00,28.28,38.35
53365904,25.01,48.27,224.00,28.25,38.34
53395952,24.98,48.39,225.00,28.28,38.34
53425998,25.00,48.16,225.00,28.23,38.23
53456047,24.99,48.43,225.00,28.23,38.22
53486094,25.00,48.23,225.00,28.28,38.30
53516142,25.02,48.14,224.00,28.23,38.49
53546189,25.00,48.51,225.00,28.22,38.53
53576238,25.02,48.12,224.00,28.25,38.55
53606287,25.04,48.23,224.00,28.25,38.63
53636334,25.01,48.65,224.00,28.23,38.76
53666384,25.05,48.76,223.00,28.23,38.77
53696432,25.03,48.57,222.00,28.25,38.89
53726480,25.01,48.56,222.00,28.25,38.84
53756537,25.04,48.58,220.00,28.22,38.84
53786586,25.02,48.41,218.00,28.25,38.89
53816633,24.97,48.69,217.00,28.22,38.88
53846680,24.99,48.49,217.00,28.25,38.87
53876727,24.97,48.47,217.00,28.23,38.79
53906776,24.97,48.34,218.00,28.23,38.71
53936823,24.97,47.90,219.00,28.22,38.75
53966871,24.97,48.62,220.00,28.21,38.78
53996918,24.96,48.34,221.00,28.21,38.83
54026967,24.94,48.54,221.00,28.21,38.84
54057014,24.96,48.36,223.00,28.19,38.83
54087062,24.97,48.37,225.00,28.22,38.83
54117111,24.96,48.53,225.00,28.18,38.84
54147160,24.97,48.51,224.00,28.18,38.85
54177208,24.98,48.01,225.00,28.21,38.78
54207256,24.97,48.27,225.00,28.19,38.79
54237303,25.01,48.30,226.00,28.18,38.76
54267351,25.01,48.21,224.00,28.21,38.74
54297399,24.98,48.35,227.00,28.21,38.83
54327446,24.94,48.42,225.00,28.19,38.82
54357494,24.97,48.24,226.00,28.19,38.71
54387542,24.97,48.26,226.00,28.21,38.77
54417590,24.99,48.16,225.00,28.18,38.70
54447639,24.98,47.93,226.00,28.19,38.73
54477687,24.97,47.99,226.00,28.19,38.68
54507738,24.94,48.14,228.00,28.18,38.68
54537786,24.93,47.93,228.00,28.16,38.72
54567833,24.95,47.68,226.00,28.16,38.55
54597881,24.95,47.68,225.00,28.16,38.62
54627929,24.94,47.76,225.00,28.15,38.55
54657977,24.93,47.90,226.00,28.18,38.60
54688024,24.93,48.05,224.00,28.15,38.55
54718072,24.88,48.01,224.00,28.15,38.55
54748120,24.88,47.77,223.00,28.13,38.46
54778168,24.86,47.74,224.00,28.15,38.39
54808215,24.86,47.56,224.00,28.15,38.30
54838262,24.83,47.34,223.00,28.13,38.18
54868314,24.84,47.08,222.00,28.15,38.12
54898361,24.83,47.07,221.00,28.13,38.01
54928409,24.85,47.02,221.00,28.13,37.97
54958456,24.85,46.90,222.00,28.11,37.97
54988505,24.86,46.77,220.00,28.09,37.93
55018552,24.86,46.73,219.00,28.09,37.81
55048600,24.83,46.75,220.00,28.09,37.78
55078647,24.83,46.57,219.00,28.11,37.76
55108696,24.83,46.61,219.00,28.09,37.72
55138743,24.82,46.63,221.00,28.08,37.70
55168791,24.82,46.51,221.00,28.07,37.62
55198838,24.82,46.52,221.00,28.09,37.61
55228887,24.80,46.56,222.00,28.09,37.64
55258939,24.81,46.53,223.00,28.08,37.60
55288987,24.82,46.46,223.00,28.07,37.63
55319035,24.80,46.33,222.00,28.05,37.52
55349083,24.82,46.42,223.00,28.05,37.52
55379131,24.78,46.37,225.00,28.07,37.49
55409178,24.81,46.41,224.00,28.07,37.51
55439226,24.81,46.36,224.00,28.05,37.51
55469274,24.79,46.37,225.00,28.04,37.44
55499322,24.81,46.36,226.00,28.04,37.46
55529369,24.80,46.36,226.00,28.05,37.52
55559417,24.80,46.28,227.00,28.04,37.46
55589465,24.79,46.29,227.00,28.07,37.45
55619516,24.78,46.19,227.00,28.05,37.42
55649563,24.80,46.24,228.00,28.05,37.42
55679611,24.81,46.33,229.00,28.04,37.47
55709659,24.79,46.40,226.00,28.05,37.47
55739707,24.77,46.27,225.00,28.04,37.48
55769754,24.76,46.42,225.00,28.04,37.46
55799802,24.78,46.42,225.00,28.01,37.48
55829850,24.77,46.39,226.00,28.02,37.47
55859897,24.76,46.37,227.00,28.01,37.51
55889945,24.76,46.40,225.00,28.02,37.51
55919992,24.75,46.44,224.00,28.02,37.48
55950041,24.75,46.51,224.00,28.05,37.50
55980088,24.72,46.49,224.00,28.01,37.51
56010139,24.72,46.46,223.00,28.01,37.52
56040188,24.74,46.53,226.00,28.00,37.54
56070237,24.75,46.62,226.00,28.01,37.57
56100284,24.74,46.65,227.00,28.01,37.53
56130332,24.70,46.62,227.00,28.00,37.56
56160379,24.72,46.64,226.00,27.98,37.57
56190428,24.74,46.37,228.00,27.98,37.57
56220475,24.73,46.60,228.00,28.01,37.57
56250523,24.74,46.64,228.00,27.98,37.61
56280570,24.75,46.67,228.00,27.98,37.58
56310619,24.74,46.68,228.00,27.96,37.63
56340667,24.78,46.61,228.00,28.00,37.57
56370717,24.75,46.60,228.00,28.00,37.62
56400764,24.75,46.48,227.00,27.96,37.64
56430813,24.75,46.57,228.00,28.02,37.63
56460860,24.75,46.63,229.00,27.98,37.69
56490908,24.75,46.70,229.00,27.98,37.66
56520955,24.76,46.77,228.00,28.00,37.67
56551003,24.75,46.61,230.00,27.98,37.63
56581051,24.72,46.69,229.00,28.00,37.69
56611098,24.72,46.81,228.00,27.98,37.64
56641146,24.73,46.72,228.00,27.98,37.67
56671194,24.71,46.97,229.00,27.96,37.70
56701242,24.70,46.97,229.00,27.95,37.73
56731289,24.74,46.92,229.00,27.96,37.76
56761339,24.71,46.90,230.00,27.96,37.72
56791387,24.74,46.83,231.00,27.96,37.79
56821435,24.73,46.89,231.00,27.96,37.72
56851482,24.74,46.92,231.00,27.98,37.76
56881532,24.76,46.82,232.00,27.98,37.81
56911580,24.76,47.01,232.00,27.98,37.81
56941628,24.77,47.06,232.00,27.98,37.88
56971675,24.77,46.77,234.00,27.98,37.86
57001723,24.77,46.93,233.00,27.98,37.89
57031771,24.80,47.01,233.00,27.98,37.87
57061819,24.81,47.05,234.00,28.01,37.84
57091866,24.85,46.43,235.00,28.00,37.78
57121916,24.87,46.77,236.00,28.00,37.95
57151964,24.91,46.75,237.00,28.01,37.84
57182012,24.89,46.73,238.00,28.01,37.94
57212059,24.85,46.90,238.00,28.00,37.88
57242107,24.86,46.78,238.00,28.01,37.84
57272155,24.86,46.92,239.00,28.01,37.94
57302203,24.85,46.97,238.00,28.01,37.92
57332250,24.82,46.96,238.00,28.04,37.89
57362298,24.81,46.96,237.00,28.04,37.86
57392346,24.80,46.97,237.00,28.02,37.94
57422394,24.78,46.98,237.00,28.02,37.90
57452442,24.75,47.14,236.00,28.01,37.95
57482496,24.76,47.10,236.00,28.01,37.94
57512546,24.71,47.21,236.00,28.01,37.95
57542594,24.70,47.31,238.00,28.01,37.97
57572641,24.71,47.19,236.00,27.98,37.95
57602690,24.70,47.29,236.00,28.00,37.99
57632738,24.67,47.37,236.00,27.98,38.01
57662785,24.68,47.39,236.00,27.98,37.96
57692837,24.69,47.42,234.00,27.98,38.05
57722885,24.66,47.50,233.00,27.96,38.02
57752933,24.70,47.49,232.00,27.95,38.06
57782980,24.69,47.55,235.00,27.98,38.14
57813028,24.69,47.66,236.00,27.96,38.17
57843076,24.67,47.72,234.00,27.96,38.22
57873127,24.67,47.71,233.00,27.95,38.28
57903174,24.67,47.66,232.00,27.96,38.36
57933222,24.68,47.92,231.00,27.95,38.31
57963270,24.66,47.87,232.00,27.98,38.38
57993318,24.69,47.65,232.00,27.95,38.35
58023365,24.70,47.74,233.00,27.94,38.39
58053413,24.73,47.82,233.00,27.96,38.39
58083461,24.75,47.75,234.00,27.98,38.39
58113509,24.78,47.64,233.00,27.96,38.41
58143556,24.81,47.70,233.00,27.96,38.43
58173604,24.79,47.74,234.00,27.94,38.53
58203652,24.78,47.99,234.00,27.96,38.56
58233700,24.79,47.93,232.00,27.96,38.52
58263750,24.79,48.00,233.00,27.98,38.62
58293798,24.78,48.08,234.00,27.95,38.70
58323846,24.77,48.18,234.00,27.95,38.74
58353894,24.72,48.25,233.00,27.95,38.75
58383941,24.75,47.99,232.00,27.96,38.70
58413989,24.76,48.29,232.00,27.96,38.74
58444037,24.75,48.27,231.00,27.96,38.84
58474085,24.76,48.33,234.00,27.96,38.92
58504134,24.78,48.53,233.00,27.96,38.95
58534182,24.77,48.26,234.00,27.95,38.96
58564230,24.77,48.18,233.00,27.95,39.01
58594278,24.74,48.69,235.00,27.94,39.09
58624328,24.75,48.29,232.00,27.96,39.00
58654376,24.78,48.75,232.00,27.98,39.13
58684424,24.76,48.95,232.00,27.95,39.25
58714472,24.76,49.15,232.00,27.95,39.34
58744520,24.72,49.19,231.00,27.95,39.47
58774567,24.73,49.22,233.00,27.98,39.50
58804616,24.72,49.16,232.00,27.96,39.52
58834663,24.75,49.24,232.00,27.95,39.57
58864711,24.74,49.52,231.00,27.95,39.65
58894758,24.70,49.56,233.00,27.98,39.69
58924807,24.71,49.36,231.00,27.96,39.85
58954854,24.70,49.84,230.00,27.94,39.85
58984902,24.69,49.76,229.00,27.95,39.90
59014952,24.70,49.84,230.00,27.95,39.92
59045001,24.71,49.92,229.00,27.95,39.95
59075048,24.69,49.80,226.00,27.94,39.96
59105096,24.70,49.88,225.00,27.96,40.02
59135143,24.70,49.43,224.00,27.94,39.97
59165192,24.72,49.96,223.00,27.94,39.92
59195239,24.73,49.72,223.00,27.94,40.00
59225287,24.77,49.50,225.00,27.94,39.86
59255334,24.75,49.90,224.00,27.96,40.08
59285383,24.77,48.81,223.00,27.95,39.90
59315432,24.81,49.30,225.00,27.95,39.73
59345480,24.83,49.45,226.00,27.95,39.89
59375531,24.83,49.33,227.00,27.96,39.87
59405579,24.80,49.68,228.00,28.00,40.03
59435626,24.81,49.00,228.00,28.00,40.06
59465673,24.85,49.73,227.00,27.98,40.03
59495720,24.82,49.94,228.00,28.00,40.17
59525769,24.81,49.83,227.00,27.98,40.20
59555816,24.81,49.28,227.00,28.00,40.26
59585864,24.78,50.36,227.00,27.98,40.32
59615911,24.77,50.40,226.00,27.96,40.37
59645960,24.79,50.03,226.00,28.00,40.32
59676007,24.75,50.39,226.00,28.01,40.45
59706055,24.72,50.56,226.00,27.98,40.46
59736102,24.72,50.69,225.00,27.98,40.62
59766153,24.71,50.60,225.00,27.95,40.63
59796200,24.68,50.74,224.00,27.98,40.68
59826248,24.69,50.91,223.00,27.98,40.77
59856296,24.68,51.05,222.00,27.96,40.75
59886344,24.67,50.95,222.00,27.95,40.81
59916392,24.68,50.88,220.00,27.96,40.83
59946439,24.68,50.93,219.00,27.95,40.84
59976487,24.67,51.10,219.00,27.95,40.92
60006535,24.65,51.11,219.00,27.95,40.95
60036582,24.65,51.01,218.00,27.94,40.91
60066629,24.67,51.14,218.00,27.95,41.00
60096677,24.64,51.31,217.00,27.95,41.01
60126730,24.64,51.10,217.00,27.94,41.06
60156778,24.63,51.14,217.00,27.91,41.15
60186825,24.64,51.41,216.00,27.92,41.20
60216873,24.62,51.16,216.00,27.94,41.22
60246921,24.63,51.46,215.00,27.91,41.25
60276969,24.62,51.62,217.00,27.89,41.24
60307016,24.63,51.35,216.00,27.92,41.17
60337064,24.63,51.37,216.00,27.91,41.24
60367112,24.64,51.42,215.00,27.91,41.30
60397160,24.64,51.39,216.00,27.92,41.26
60427207,24.65,51.35,217.00,27.91,41.28
60457255,24.66,51.35,218.00,27.92,41.26
60487303,24.66,51.43,218.00,27.91,41.36
60517349,24.66,51.68,218.00,27.91,41.38
60547396,24.66,51.73,217.00,27.91,41.45
60577444,24.64,51.72,217.00,27.92,41.50
60607493,24.66,51.70,217.00,27.91,41.59
60637541,24.64,51.78,216.00,27.92,41.57
60667588,24.63,51.91,215.00,27.92,41.62
60697636,24.63,52.01,213.00,27.91,41.68
60727684,24.62,52.08,213.00,27.89,41.74
60757731,24.62,51.87,214.00,27.91,41.77
60787779,24.62,51.99,214.00,27.91,41.79
60817826,24.63,52.10,214.00,27.92,41.79
60847875,24.62,52.00,215.00,27.91,41.88
60877925,24.62,52.24,215.00,27.89,41.88
60907973,24.62,52.17,214.00,27.88,41.89
60938022,24.60,52.34,215.00,27.89,41.98
60968071,24.59,52.29,215.00,27.89,42.02
60998118,24.62,52.34,216.00,27.91,42.00
61028166,24.59,52.28,215.00,27.89,42.03
61058213,24.61,52.38,216.00,27.89,42.02
61088262,24.63,52.27,216.00,27.89,42.01
61118309,24.60,52.43,217.00,27.88,42.10
61148357,24.60,52.28,218.00,27.87,42.07
61178404,24.57,52.22,219.00,27.88,41.91
61208453,24.60,52.23,219.00,27.88,42.03
61238503,24.57,52.28,219.00,27.89,41.97
61268551,24.58,52.10,220.00,27.88,41.93
61298598,24.56,52.46,221.00,27.87,41.94
61328647,24.55,52.43,222.00,27.88,42.08
61358694,24.57,52.57,222.00,27.85,42.08
61388742,24.54,52.46,220.00,27.85,42.00
61418789,24.53,52.46,220.00,27.85,42.03
61448838,24.51,52.76,220.00,27.87,42.00
61478885,24.52,52.83,220.00,27.85,42.24
61508933,24.53,52.62,219.00,27.82,42.15
61538980,24.52,52.60,218.00,27.84,42.05
61569029,24.52,52.77,217.00,27.84,42.07
61599076,24.51,52.93,216.00,27.82,42.13
61629127,24.52,52.78,214.00,27.82,42.19
61659175,24.51,52.80,215.00,27.81,42.17
61689223,24.53,52.86,215.00,27.82,42.35
61719271,24.54,52.49,214.00,27.85,42.39
61749320,24.51,52.79,213.00,27.81,42.22
61779368,24.49,52.88,214.00,27.82,42.23
61809416,24.50,52.88,213.00,27.81,42.31
61839464,24.50,52.74,212.00,27.82,42.40
61869511,24.52,53.06,212.00,27.80,42.47
61899559,24.49,53.11,212.00,27.81,42.44
61929607,24.49,52.98,213.00,27.81,42.41
61959655,24.49,52.93,215.00,27.80,42.40
61989705,24.46,53.04,215.00,27.80,42.52
62019753,24.46,53.46,214.00,27.81,42.66
62049801,24.43,53.66,213.00,27.77,42.68
62079849,24.44,53.34,212.00,27.78,42.85
62109896,24.43,53.83,212.00,27.77,42.85
62139944,24.44,53.67,211.00,27.77,42.80
62169992,24.44,53.73,211.00,27.75,42.89
62200040,24.46,53.57,211.00,27.78,42.97
62230087,24.47,53.76,210.00,27.77,43.09
62260135,24.49,53.66,210.00,27.74,43.16
62290183,24.47,53.43,210.00,27.78,43.05
62320231,24.47,53.38,211.00,27.80,43.00
62350278,24.43,53.89,211.00,27.75,42.95
62380329,24.42,53.61,212.00,27.77,42.98
62410377,24.39,53.68,211.00,27.74,43.01
62440425,24.42,53.84,211.00,27.75,43.10
62470472,24.38,54.12,211.00,27.73,43.06
62500519,24.40,54.15,211.00,27.73,43.13
62530568,24.42,54.04,211.00,27.73,43.19
62560617,24.44,53.76,210.00,27.74,43.15
62590665,24.42,53.76,209.00,27.74,43.08
62620712,24.47,53.68,208.00,27.74,43.20
62650761,24.43,54.25,207.00,27.74,43.28
62680808,24.40,54.12,206.00,27.74,43.31
62710856,24.42,53.90,205.00,27.73,43.25
62740905,24.46,53.98,205.00,27.74,43.28
62770954,24.43,54.41,204.00,27.73,43.43
62801001,24.45,54.53,204.00,27.73,43.55
62831049,24.44,54.23,203.00,27.75,43.48
62861096,24.43,54.41,204.00,27.74,43.46
62891145,24.44,54.57,205.00,27.77,43.50
62921192,24.42,54.19,205.00,27.75,43.57
62951240,24.42,54.54,204.00,27.73,43.56
62981287,24.42,54.76,203.00,27.74,43.74
63011336,24.43,54.61,201.00,27.73,43.68
63041383,24.42,54.44,200.00,27.74,43.68
63071431,24.44,54.82,199.00,27.73,43.77
63101478,24.44,54.84,200.00,27.74,43.77
63131529,24.45,54.79,199.00,27.73,43.85
63161576,24.47,54.88,200.00,27.74,44.00
63191624,24.45,54.88,201.00,27.73,43.96
63221671,24.44,54.91,202.00,27.73,44.03
63251720,24.44,54.91,205.00,27.73,43.96
63281767,24.43,54.81,206.00,27.74,43.93
63311815,24.43,54.90,206.00,27.73,44.01
63341863,24.43,54.77,207.00,27.74,43.98
63371911,24.45,54.94,208.00,27.73,43.95
63401961,24.45,54.92,209.00,27.71,43.98
63432008,24.42,55.29,210.00,27.71,44.07
63462056,24.40,55.37,209.00,27.71,44.20
63492107,24.41,55.67,207.00,27.73,44.25
63522155,24.41,55.32,207.00,27.74,44.42
63552202,24.40,55.65,206.00,27.71,44.47
63582251,24.36,55.85,206.00,27.70,44.48
63612298,24.41,55.44,206.00,27.70,44.56
63642346,24.42,55.46,205.00,27.71,44.47
63672393,24.40,55.77,204.00,27.71,44.45
63702441,24.42,55.84,203.00,27.73,44.71
63732489,24.35,56.08,201.00,27.71,44.52
63762537,24.35,55.65,201.00,27.70,44.64
63792584,24.34,55.92,201.00,27.70,44.65
63822632,24.38,56.00,201.00,27.70,44.67
63852680,24.36,55.78,202.00,27.71,44.67
63882731,24.34,56.02,201.00,27.67,44.72
63912778,24.33,56.01,200.00,27.68,44.97
63942827,24.30,56.23,202.00,27.65,44.86
63972874,24.30,56.36,202.00,27.64,45.06
64002922,24.26,56.53,202.00,27.63,45.19
64032969,24.28,56.12,201.00,27.61,45.06
64063017,24.28,56.49,199.00,27.65,45.18
64093065,24.29,56.44,199.00,27.64,45.24
64123113,24.30,56.59,198.00,27.61,45.29
64153160,24.31,56.45,196.00,27.64,45.30
64183208,24.36,56.50,196.00,27.63,45.29
64213258,24.35,56.28,196.00,27.64,45.22
64243309,24.39,56.03,196.00,27.63,45.23
64273356,24.37,56.21,195.00,27.65,45.04
64303405,24.37,55.92,197.00,27.65,45.11
64333452,24.38,55.83,196.00,27.64,45.15
64363500,24.39,55.87,197.00,27.64,45.18
64393547,24.42,56.23,200.00,27.67,45.11
64423596,24.41,56.27,203.00,27.65,45.27
64453643,24.42,56.24,205.00,27.65,45.18
64483691,24.42,56.10,205.00,27.67,45.16
64513739,24.40,55.73,206.00,27.65,45.15
64543787,24.44,56.21,205.00,27.67,45.23
64573835,24.47,55.96,206.00,27.67,45.26
64603882,24.46,56.02,207.00,27.71,45.20
64633933,24.47,55.78,207.00,27.68,45.12
64663981,24.48,55.73,208.00,27.71,45.08
64694029,24.49,55.82,207.00,27.68,45.07
64724076,24.49,55.70,205.00,27.71,45.12
64754124,24.49,55.70,207.00,27.70,45.10
64784172,24.50,55.65,207.00,27.74,45.11
64814220,24.47,55.59,207.00,27.73,45.04
64844267,24.48,55.60,207.00,27.73,45.04
64874315,24.48,55.27,206.00,27.70,44.96
64904363,24.50,55.33,206.00,27.73,44.92
64934411,24.45,55.63,206.00,27.71,45.04
64964458,24.44,55.50,205.00,27.68,44.97
64994511,24.44,55.59,204.00,27.68,44.88
65024559,24.45,55.44,204.00,27.68,44.90
65054607,24.40,55.57,202.00,27.70,44.83
65084654,24.42,55.56,202.00,27.70,44.93
65114702,24.44,55.52,202.00,27.68,45.01
65144750,24.45,55.79,201.00,27.67,44.89
65174798,24.47,55.60,200.00,27.70,44.89
65204845,24.47,55.42,200.00,27.68,44.90
65234893,24.47,55.60,199.00,27.68,44.91
65264942,24.51,55.37,199.00,27.70,44.97
65294990,24.49,55.57,198.00,27.73,45.00
65325037,24.50,55.46,199.00,27.71,44.95
65355085,24.53,55.21,197.00,27.71,44.90
65385135,24.50,55.55,197.00,27.71,44.91
65415183,24.51,55.27,195.00,27.74,44.95
65445230,24.54,55.05,194.00,27.73,44.94
65475278,24.52,55.19,195.00,27.73,44.91
65505326,24.52,55.02,194.00,27.73,44.82
65535374,24.50,55.26,195.00,27.73,44.89
65565422,24.48,55.44,194.00,27.73,44.95
65595469,24.48,55.39,195.00,27.70,44.86
65625517,24.48,55.22,196.00,27.71,44.83
65655564,24.50,55.12,196.00,27.71,44.82
65685612,24.48,55.42,195.00,27.71,44.85
65715659,24.47,55.39,197.00,27.71,44.95
65745711,24.42,55.71,195.00,27.71,44.94
65775758,24.40,55.84,197.00,27.71,45.15
65805806,24.38,55.76,195.00,27.70,45.07
65835855,24.40,55.84,194.00,27.67,45.11
65865904,24.43,55.39,195.00,27.65,45.00
65895951,24.42,55.02,196.00,27.68,45.12
65925998,24.48,54.72,197.00,27.68,44.94
65956045,24.48,55.33,198.00,27.70,44.96
65986094,24.47,55.34,200.00,27.70,44.95
66016141,24.47,55.17,201.00,27.70,44.85
66046189,24.42,55.48,201.00,27.70,44.95
66076236,24.43,55.27,202.00,27.70,44.91
66106285,24.40,55.36,201.00,27.68,44.96
66136335,24.40,55.41,202.00,27.70,44.83
66166383,24.35,55.52,203.00,27.68,44.92
66196430,24.37,55.65,204.00,27.67,44.98
66226479,24.35,55.67,203.00,27.67,44.88
66256526,24.33,55.63,201.00,27.65,44.99
66286574,24.31,55.66,201.00,27.67,45.04
66316621,24.29,55.77,201.00,27.64,45.00
66346670,24.29,55.90,201.00,27.61,45.05
66376717,24.28,55.68,199.00,27.64,45.00
66406765,24.31,55.64,198.00,27.61,45.07
66436812,24.32,55.74,197.00,27.61,45.05
66466861,24.28,55.59,199.00,27.61,45.02
66496911,24.34,55.34,200.00,27.61,45.02
66526959,24.36,55.42,201.00,27.61,44.96
66557006,24.36,55.42,200.00,27.63,44.98
66587055,24.42,55.23,201.00,27.64,45.01
66617102,24.43,55.30,202.00,27.64,44.97
66647152,24.42,55.36,203.00,27.63,45.04
66677199,24.47,55.20,203.00,27.64,44.99
66707248,24.46,55.41,205.00,27.67,44.91
66737295,24.46,55.57,205.00,27.65,44.94
66767343,24.44,55.29,204.00,27.68,44.98
66797391,24.45,55.60,203.00,27.68,44.97
66827439,24.44,55.41,202.00,27.68,44.94
66857487,24.44,55.37,201.00,27.70,44.91
66887536,24.45,55.55,200.00,27.67,45.01
66917584,24.45,55.04,202.00,27.68,44.95
66947632,24.52,54.82,202.00,27.70,44.90
66977680,24.50,55.18,202.00,27.68,44.84
67007727,24.48,55.25,202.00,27.71,44.89
67037775,24.48,55.01,201.00,27.70,44.94
67067823,24.50,55.18,201.00,27.68,44.89
67097871,24.49,55.18,202.00,27.70,44.90
67127918,24.50,55.36,200.00,27.68,44.91
67157966,24.54,54.75,201.00,27.71,45.06
67188015,24.58,54.92,202.00,27.67,44.95
67218063,24.59,55.24,202.00,27.70,45.07
67248112,24.60,54.42,201.00,27.70,45.05
67278160,24.61,54.72,202.00,27.67,44.97
67308208,24.63,54.48,204.00,27.73,44.89
67338256,24.63,54.66,205.00,27.71,44.81
67368303,24.63,54.47,205.00,27.73,44.83
67398351,24.62,54.47,206.00,27.73,44.98
67428399,24.63,55.03,207.00,27.74,44.92
67458449,24.64,54.18,206.00,27.75,44.99
67488496,24.63,54.57,207.00,27.73,44.83
67518544,24.64,54.17,206.00,27.74,44.80
67548592,24.66,54.17,206.00,27.74,44.76
67578640,24.61,54.59,206.00,27.74,44.75
67608688,24.62,54.52,205.00,27.77,44.74
67638738,24.62,53.99,205.00,27.74,44.79
67668786,24.61,54.52,203.00,27.75,44.69
67698834,24.61,54.69,203.00,27.77,44.75
67728881,24.63,54.17,203.00,27.75,44.70
67758929,24.60,54.77,203.00,27.75,44.76
67788977,24.64,53.77,203.00,27.75,44.63
67819025,24.65,53.97,203.00,27.77,44.57
67849072,24.63,54.37,202.00,27.78,44.56
67879120,24.63,54.61,204.00,27.78,44.59
67909168,24.66,54.57,204.00,27.78,44.66
67939216,24.66,54.30,205.00,27.78,44.64
67969264,24.68,54.61,204.00,27.77,44.75
67999314,24.69,54.75,206.00,27.80,44.69
68029362,24.70,54.48,209.00,27.77,44.64
68059410,24.67,54.57,209.00,27.77,44.68
68089457,24.68,54.71,209.00,27.77,44.68
68119505,24.68,54.82,208.00,27.80,44.74
68149554,24.68,54.53,208.00,27.78,44.68
68179601,24.66,54.36,208.00,27.78,44.60
68209649,24.66,54.56,206.00,27.80,44.60
68239696,24.70,54.21,205.00,27.81,44.62
68269747,24.72,54.11,207.00,27.82,44.56
68299795,24.72,54.35,210.00,27.80,44.47
68329842,24.77,54.07,213.00,27.81,44.41
68359890,24.73,54.46,216.00,27.82,44.59
68389941,24.73,54.01,216.00,27.81,44.54
68419988,24.72,54.18,216.00,27.81,44.47
68450036,24.71,53.92,215.00,27.81,44.41
68480083,24.71,53.76,213.00,27.85,44.32
68510132,24.71,53.92,214.00,27.84,44.32
